sid	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap
SRR4451126	2162683	0	2019498	88840	14714	1835	22257	132	52	7	25	46913	0	0	0	0	0	0	0	0
SRR4451127	1005596	0	940928	35255	13459	1726	8378	87	50	8	18	24576	0	0	0	0	0	0	0	0
SRR4451128	1120558	0	1052538	32577	11855	1649	8120	106	52	7	13	30867	0	0	0	0	0	0	0	0
SRR4451129	1029508	0	965021	34577	12665	1768	8711	85	45	5	14	25386	0	0	0	0	0	0	0	0
SRR4451130	1191825	0	1115372	37495	13499	1875	9064	95	46	7	17	33311	0	0	0	0	0	0	0	0
SRR4451131	1719310	0	1616655	44767	15873	2106	10823	114	52	7	21	50052	0	0	0	0	0	0	0	0
SRR4451132	1108730	0	1042375	30179	11980	1707	7233	99	60	15	17	30840	0	0	0	0	0	0	0	0
SRR4451133	537553	0	498345	20600	9119	1305	4839	67	43	8	13	15696	0	0	0	0	0	0	0	0
SRR4451134	947107	0	888511	31220	12560	1753	7495	76	35	3	10	24280	0	0	0	0	0	0	0	0
SRR4451135	686085	0	623098	30330	9197	1269	7766	123	35	8	37	30337	0	0	0	0	0	0	0	0
SRR4451136	2450782	0	2317209	56049	17788	2433	14223	120	58	11	23	68303	0	0	0	0	0	0	0	0
SRR4451137	963631	0	904078	31212	11959	1636	7739	67	45	10	14	24574	0	0	0	0	0	0	0	0
SRR4451138	798490	0	745816	26346	11182	1571	6340	75	47	2	10	22790	0	0	0	0	0	0	0	0
SRR4451139	785867	0	733823	26549	10707	1546	6594	71	46	10	14	22182	0	0	0	0	0	0	0	0
SRR4451140	1040883	0	973364	34024	13372	1825	7926	103	48	8	27	28683	0	0	0	0	0	0	0	0
SRR4451141	1204646	0	1128380	38806	14309	1823	9171	95	50	8	21	32525	0	0	0	0	0	0	0	0
SRR4451142	905709	0	839985	29967	12753	1683	6697	86	48	6	13	31595	0	0	0	0	0	0	0	0
SRR4451143	2083805	0	1964411	52846	15163	2158	14240	96	49	10	18	59891	0	0	0	0	0	0	0	0
SRR4451144	1175757	0	1097212	44299	12908	1889	11092	84	52	4	15	29309	0	0	0	0	0	0	0	0
SRR4451145	536336	0	489358	26807	8192	1175	6538	74	41	6	16	18014	0	0	0	0	0	0	0	0
SRR4451146	956794	0	896380	33542	11429	1622	8592	80	41	7	15	23365	0	0	0	0	0	0	0	0
SRR4451147	2601135	0	2432125	75394	18538	2354	15938	247	105	27	68	81598	0	0	0	0	0	0	0	0
SRR4451148	955049	0	893027	31722	11474	1546	7717	80	47	10	20	25361	0	0	0	0	0	0	0	0
SRR4451149	3517110	0	3305515	94436	20115	2654	19811	262	121	35	67	98405	0	0	0	0	0	0	0	0
SRR4451150	3488337	0	3226915	106669	19624	3556	24435	743	374	288	533	138416	0	0	0	0	0	0	0	0
SRR4451151	1048913	0	980655	41512	11829	1592	11335	88	43	7	21	23215	0	0	0	0	0	0	0	0
SRR4451152	1706511	0	1602576	45564	16127	2036	10635	102	52	11	30	51431	0	0	0	0	0	0	0	0
SRR4451153	2151613	0	2022162	48750	16551	2271	12055	124	63	12	23	70404	0	0	0	0	0	0	0	0
SRR4451154	3413620	0	3202590	97001	19535	2564	20731	273	122	23	58	95700	0	0	0	0	0	0	0	0
SRR4451155	1185215	0	1106543	34903	13600	1846	8263	91	49	8	21	38415	0	0	0	0	0	0	0	0
SRR4451156	1031969	0	966912	32930	13368	1785	7557	92	57	6	9	27141	0	0	0	0	0	0	0	0
SRR4451157	228857	0	195908	9158	5603	1426	3028	89	14	3	53	20874	0	0	0	0	0	0	0	0
SRR4451158	1039074	0	971126	35122	13041	1797	8647	96	47	5	18	28611	0	0	0	0	0	0	0	0
SRR4451159	763455	0	709388	33275	12099	1599	8052	78	38	8	15	17504	0	0	0	0	0	0	0	0
SRR4451160	1430669	0	1345099	41940	14080	1876	10065	94	48	6	13	36871	0	0	0	0	0	0	0	0
SRR4451161	2229508	0	2104329	65129	16963	2255	16678	139	73	13	25	51062	0	0	0	0	0	0	0	0
SRR4451162	1059798	0	992470	36425	13904	1850	8672	108	66	8	18	25330	0	0	0	0	0	0	0	0
SRR4451163	424949	0	390930	17756	8374	1226	4102	71	40	7	13	14335	0	0	0	0	0	0	0	0
SRR4451164	2523180	0	2375958	55141	18229	2540	13843	147	69	21	45	81141	0	0	0	0	0	0	0	0
SRR4451165	635860	0	590168	26276	10858	1490	6044	73	39	3	15	17189	0	0	0	0	0	0	0	0
SRR4451166	1092741	0	1020051	40618	13217	1730	10461	105	57	6	15	28117	0	0	0	0	0	0	0	0
SRR4451167	834741	0	780692	29685	11980	1699	7195	88	41	4	10	19944	0	0	0	0	0	0	0	0
SRR4451168	4581985	0	4287150	137152	23886	3275	29631	564	260	133	278	138224	0	0	0	0	0	0	0	0
SRR4451169	1082280	0	1015849	31873	13056	1834	7560	91	46	10	17	28627	0	0	0	0	0	0	0	0
SRR4451170	1262861	0	1193985	36042	14893	1972	8034	98	49	6	16	27302	0	0	0	0	0	0	0	0
SRR4451171	623216	0	573979	25491	10899	1506	5981	102	58	13	28	20587	0	0	0	0	0	0	0	0
SRR4451172	652549	0	603548	31165	10004	1345	8115	60	33	4	7	15635	0	0	0	0	0	0	0	0
SRR4451173	1028403	0	960229	32189	12542	1776	7511	91	57	11	17	30633	0	0	0	0	0	0	0	0
SRR4451174	1079450	0	1011074	34215	13417	1682	7829	85	45	12	19	30933	0	0	0	0	0	0	0	0
SRR4451175	1843436	0	1737999	48222	15496	2422	13110	199	135	86	128	50081	0	0	0	0	0	0	0	0
SRR4451176	891052	0	832264	31343	12718	1776	7333	87	46	11	22	23795	0	0	0	0	0	0	0	0
SRR4451177	1908970	0	1800684	42923	15020	2076	10987	94	61	10	21	56333	0	0	0	0	0	0	0	0
SRR4451178	824969	0	768365	35749	11522	1638	8501	74	39	5	12	18247	0	0	0	0	0	0	0	0
SRR4451179	1784292	0	1670427	57627	12763	1733	14665	85	57	9	16	49818	0	0	0	0	0	0	0	0
SRR4451180	996520	0	935416	29190	11650	1730	7263	70	38	7	10	28575	0	0	0	0	0	0	0	0
SRR4451181	2138558	0	2013121	52994	15668	2007	13647	129	64	10	19	62819	0	0	0	0	0	0	0	0
SRR4451182	3502446	0	3300067	80404	21725	2994	17889	352	127	27	82	104577	0	0	0	0	0	0	0	0
SRR4451183	751477	0	698373	28568	10938	1477	6939	68	41	7	12	21071	0	0	0	0	0	0	0	0
SRR4451184	872001	0	810396	40599	9606	1299	11111	55	27	4	8	17468	0	0	0	0	0	0	0	0
SRR4451185	1506754	0	1415607	46549	15422	2092	11808	125	56	5	23	37542	0	0	0	0	0	0	0	0
SRR4451186	1343735	0	1264730	41341	15240	2172	9801	129	66	13	33	32544	0	0	0	0	0	0	0	0
SRR4451187	446156	0	410530	24285	8386	1193	6235	64	36	10	16	9814	0	0	0	0	0	0	0	0
SRR4451188	852919	0	790228	34113	12510	1616	7959	86	51	9	17	24718	0	0	0	0	0	0	0	0
SRR4451189	3681075	0	3420865	97762	20779	3815	22355	709	313	194	400	139634	0	0	0	0	0	0	0	0
SRR4451190	740493	0	689614	27103	10498	1437	6632	62	36	6	10	20894	0	0	0	0	0	0	0	0
SRR4451191	1223997	0	1147577	37933	13434	1889	9459	77	41	6	15	34269	0	0	0	0	0	0	0	0
SRR4451192	3263896	0	3067160	99333	17645	2274	21775	228	73	13	46	81446	0	0	0	0	0	0	0	0
SRR4451193	713970	0	660393	26740	9333	1346	6658	76	45	8	15	23827	0	0	0	0	0	0	0	0
SRR4451194	1511123	0	1413307	42257	14465	1946	10412	100	62	10	21	47354	0	0	0	0	0	0	0	0
SRR4451195	809999	0	756778	28839	10409	1443	7141	71	40	4	10	21572	0	0	0	0	0	0	0	0
SRR4451196	1279198	0	1200817	37082	12951	1718	9227	119	66	11	20	35515	0	0	0	0	0	0	0	0
SRR4451197	1449195	0	1367531	38877	14887	1988	9112	83	48	8	21	36330	0	0	0	0	0	0	0	0
SRR4451198	1259261	0	1181239	38937	13272	1815	9796	88	48	5	12	33874	0	0	0	0	0	0	0	0
SRR4451199	1962499	0	1851487	51268	15828	2264	13217	103	50	5	18	53797	0	0	0	0	0	0	0	0
SRR4451200	826309	0	769800	31492	11876	1628	7568	70	50	10	14	22120	0	0	0	0	0	0	0	0
SRR4451201	2035863	0	1920380	49167	16884	2279	12066	135	67	16	34	58058	0	0	0	0	0	0	0	0
SRR4451202	3521848	0	3296195	117185	20719	2704	25555	377	143	37	96	90954	0	0	0	0	0	0	0	0
SRR4451203	1572190	0	1471307	44067	14531	1947	10705	92	53	12	18	50523	0	0	0	0	0	0	0	0
SRR4451204	891890	0	830118	34923	11653	1556	8831	81	36	6	18	24484	0	0	0	0	0	0	0	0
SRR4451205	936778	0	875890	32443	12704	1790	7735	74	50	7	16	24226	0	0	0	0	0	0	0	0
SRR4451206	3328889	0	3110271	119161	18959	2491	25310	406	143	45	122	82470	0	0	0	0	0	0	0	0
SRR4451207	756110	0	703408	32589	11955	1571	7936	77	48	9	18	18483	0	0	0	0	0	0	0	0
SRR4451208	1203167	0	1128140	34082	13457	1872	8032	88	44	6	15	36187	0	0	0	0	0	0	0	0
SRR4451209	1150191	0	1076812	39969	12605	1684	10209	85	45	6	16	27902	0	0	0	0	0	0	0	0
SRR4451210	842892	0	785860	29763	12471	1728	6799	78	43	6	15	24024	0	0	0	0	0	0	0	0
SRR4451211	1523976	0	1419985	40865	14224	2012	10132	127	63	13	30	55654	0	0	0	0	0	0	0	0
SRR4451212	832943	0	774432	33505	11560	1534	8024	87	41	6	20	21204	0	0	0	0	0	0	0	0
SRR4451213	1475909	0	1391326	41250	14515	2044	10375	89	54	12	17	37922	0	0	0	0	0	0	0	0
SRR4451214	432251	0	396598	24638	8425	1156	6006	47	28	5	5	9621	0	0	0	0	0	0	0	0
SRR4451215	1609483	0	1511271	48946	15756	1968	12063	133	62	4	24	42954	0	0	0	0	0	0	0	0
SRR4451216	1936262	0	1828164	47592	16472	2185	11446	103	60	10	19	52415	0	0	0	0	0	0	0	0
SRR4451217	2740105	0	2550050	116587	16971	2198	24414	244	73	10	51	61774	0	0	0	0	0	0	0	0
SRR4451218	514364	0	474529	24892	10257	1375	5701	75	41	3	12	12890	0	0	0	0	0	0	0	0
SRR4451219	833124	0	777536	31347	11183	1558	7906	73	42	6	15	21253	0	0	0	0	0	0	0	0
SRR4451220	1278555	0	1196135	36150	13439	1776	8761	92	55	6	13	40953	0	0	0	0	0	0	0	0
SRR4451221	919792	0	858925	33352	11589	1586	8330	76	49	5	10	22884	0	0	0	0	0	0	0	0
SRR4451222	841216	0	779731	34657	11146	1432	8642	65	35	3	10	24096	0	0	0	0	0	0	0	0
